doi,sources,ror_ids,year,datacite_client_id,datacite_publisher,datacite_resourceTypeGeneral,datacite_title,datacite_licenses,crossref_member,crossref_publisher,crossref_year,crossref_title,n_authors_total,n_authors_with_orcid
10.5281/zenodo.15167276,datacite,https://ror.org/03rqbe322,2025,cern.zenodo,Zenodo,Dataset,Teorie a praxe používání bezpečnostních přileb cyklisty,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,3,2
10.5281/zenodo.15182466,datacite,https://ror.org/03rqbe322,2025,cern.zenodo,Zenodo,Dataset,Dataset Wildlife-Vehicle Collisions: The Disproportionate Risk of Injury Faced by Motorcyclists,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,3,3
10.5281/zenodo.15182467,datacite,https://ror.org/03rqbe322,2025,cern.zenodo,Zenodo,Dataset,Dataset Wildlife-Vehicle Collisions: The Disproportionate Risk of Injury Faced by Motorcyclists,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,3,3
10.5281/zenodo.15187359,datacite,https://ror.org/03rqbe322,2025,cern.zenodo,Zenodo,Dataset,Data monitorovaných úseků a mortality sudokopytníků,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,3,3
10.5281/zenodo.15187360,datacite,https://ror.org/03rqbe322,2025,cern.zenodo,Zenodo,Dataset,Data monitorovaných úseků a mortality sudokopytníků,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,3,3
10.5281/zenodo.15187772,datacite,https://ror.org/03rqbe322,2025,cern.zenodo,Zenodo,Dataset,Dataset of KDE+ hotspots of UVC in Alberta,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,3,3
10.5281/zenodo.15187771,datacite,https://ror.org/03rqbe322,2025,cern.zenodo,Zenodo,Dataset,Dataset of KDE+ hotspots of UVC in Alberta,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,3,3
10.5281/zenodo.15209229,datacite,https://ror.org/03rqbe322,2025,cern.zenodo,Zenodo,Dataset,Comparison of high mileage LPG cars in different technical condition: particle-bound PAHs,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,6,6
10.5281/zenodo.15209230,datacite,https://ror.org/03rqbe322,2025,cern.zenodo,Zenodo,Dataset,Comparison of high mileage LPG cars in different technical condition: particle-bound PAHs,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,6,6
10.5281/zenodo.15189425,datacite,https://ror.org/03rqbe322,2025,cern.zenodo,Zenodo,Dataset,Content of conrete,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,1,0
10.5281/zenodo.15189426,datacite,https://ror.org/03rqbe322,2025,cern.zenodo,Zenodo,Dataset,Content of conrete,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,1,0
10.5281/zenodo.15189437,datacite,https://ror.org/03rqbe322,2025,cern.zenodo,Zenodo,Dataset,Dataset of KDE+ hotspots of UVC in Alberta,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,3,3
10.5281/zenodo.15189438,datacite,https://ror.org/03rqbe322,2025,cern.zenodo,Zenodo,Dataset,Dataset of KDE+ hotspots of UVC in Alberta,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,3,3
10.5281/zenodo.15274123,datacite,https://ror.org/03rqbe322,2025,cern.zenodo,Zenodo,Dataset,Availability bias in road safety systematic reviews and its impact on the meta-analysis findings,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,2,2
10.5281/zenodo.15274124,datacite,https://ror.org/03rqbe322,2025,cern.zenodo,Zenodo,Dataset,Availability bias in road safety systematic reviews and its impact on the meta-analysis findings,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,2,2
10.5281/zenodo.15281988,datacite,https://ror.org/03rqbe322,2025,cern.zenodo,Zenodo,Dataset,Effects of Non-driving-related Tasks on Driving Performance after Takeover Request in Automated Driving (level 3): A Simulator Study,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,4,4
10.5281/zenodo.15281989,datacite,https://ror.org/03rqbe322,2025,cern.zenodo,Zenodo,Dataset,Effects of Non-driving-related Tasks on Driving Performance after Takeover Request in Automated Driving (level 3): A Simulator Study,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,4,4
10.5281/zenodo.15650002,datacite,https://ror.org/02j46qs45;https://ror.org/03613d656;https://ror.org/03rqbe322,2025,cern.zenodo,Zenodo,Dataset,Influence of sample matrix and filter fixation on LIBS signal in analysis of algae on filter,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,9,9
10.5281/zenodo.15650001,datacite,https://ror.org/02j46qs45;https://ror.org/03613d656;https://ror.org/03rqbe322,2025,cern.zenodo,Zenodo,Dataset,Influence of sample matrix and filter fixation on LIBS signal in analysis of algae on filter,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,9,9
10.5281/zenodo.15876671,datacite,https://ror.org/03613d656;https://ror.org/03rqbe322,2025,cern.zenodo,Zenodo,Dataset,"Funkční vzorek elektrického autonomního minibusu schopného jízdy po ""virtuální koleji"" vytvořené speciální nátěrovou hmotou.",https://creativecommons.org/licenses/by/4.0/legalcode,,,,,2,2
10.5281/zenodo.15904152,datacite,https://ror.org/03rqbe322,2025,cern.zenodo,Zenodo,Dataset,Pedestrian and cyclist safety in the context of micromobility on the shared-use paths,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,7,6
10.5281/zenodo.15904153,datacite,https://ror.org/03rqbe322,2025,cern.zenodo,Zenodo,Dataset,Pedestrian and cyclist safety in the context of micromobility on the shared-use paths,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,7,6
10.5281/zenodo.16276161,datacite,https://ror.org/03rqbe322,2025,cern.zenodo,Zenodo,Dataset,POTŘEBY A PRIORITY SAMOSPRÁV V UDRŽITELNÉ MOBILITĚ A FAKTORY SPOLUPRÁCE NA VÝZKUMNÝCH PROJEKTECH,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,1,1
10.5281/zenodo.16276162,datacite,https://ror.org/03rqbe322,2025,cern.zenodo,Zenodo,Dataset,POTŘEBY A PRIORITY SAMOSPRÁV V UDRŽITELNÉ MOBILITĚ A FAKTORY SPOLUPRÁCE NA VÝZKUMNÝCH PROJEKTECH,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,1,1
10.5281/zenodo.17249417,datacite,https://ror.org/03rqbe322,2025,cern.zenodo,Zenodo,Dataset,Raw data for article: Archaeometry of early medieval tuyeres questions the chronology of smelting sites in the Moravian Karst.,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,1,0
10.5281/zenodo.17249418,datacite,https://ror.org/03rqbe322,2025,cern.zenodo,Zenodo,Dataset,Raw data for article: Archaeometry of early medieval tuyeres questions the chronology of smelting sites in the Moravian Karst.,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,1,0
10.5281/zenodo.17251832,datacite,https://ror.org/03rqbe322,2025,cern.zenodo,Zenodo,Dataset,Descriptive characteristics of source data,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,1,1
10.5281/zenodo.17251833,datacite,https://ror.org/03rqbe322,2025,cern.zenodo,Zenodo,Dataset,Descriptive characteristics of source data,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,1,1
10.5281/zenodo.17358584,datacite,https://ror.org/03rqbe322,2025,cern.zenodo,Zenodo,Dataset,Dataset for Methodology for determining the emissions balance from rail transport at the regional level,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,4,3
10.5281/zenodo.17377753,datacite,https://ror.org/03rqbe322,2025,cern.zenodo,Zenodo,Dataset,Dataset for Methodology for determining the emissions balance from rail transport at the regional level,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,4,3
10.18150/ri4yyi,datacite,https://ror.org/03rqbe322,2025,tib.repod,RepOD,Dataset,"Data on fuel prices, COVID-19 new cases and Google search intensity for terms related to public transport, alternative transport and electric cars in V4, Germany and Sweden, used in the article ""Fear or price? Vulnerability of the interest in green transport to COVID dynamics and fuel prices in V4 economies""",,,,,,4,3
10.5281/zenodo.17698818,datacite,https://ror.org/03rqbe322,2025,cern.zenodo,Zenodo,Dataset,Dataset of KDE+ hotspots of vegetation fires along railway lines in Czechia,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,2,2
10.5281/zenodo.17698819,datacite,https://ror.org/03rqbe322,2025,cern.zenodo,Zenodo,Dataset,Dataset of KDE+ hotspots of vegetation fires along railway lines in Czechia,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,2,2
10.5281/zenodo.17657773,datacite,https://ror.org/03rqbe322,2025,cern.zenodo,Zenodo,Dataset,Field Testing of ADAS Technologies in Naturalistic Driving Conditions,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,1,1
10.5281/zenodo.17657772,datacite,https://ror.org/03rqbe322,2025,cern.zenodo,Zenodo,Dataset,Field Testing of ADAS Technologies in Naturalistic Driving Conditions,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,1,1
10.5281/zenodo.10037703,datacite,https://ror.org/00yzpcc69,2023,cern.zenodo,Zenodo,Dataset,Charged particle beam transport in a flying focus pulse with orbital angular momentum (dataset),https://creativecommons.org/licenses/by/4.0/legalcode,,,,,5,1
10.5281/zenodo.10037702,datacite,https://ror.org/00yzpcc69,2023,cern.zenodo,Zenodo,Dataset,Charged particle beam transport in a flying focus pulse with orbital angular momentum (dataset),https://creativecommons.org/licenses/by/4.0/legalcode,,,,,5,1
10.5281/zenodo.11241992,datacite,https://ror.org/00yzpcc69,2024,cern.zenodo,Zenodo,Dataset,Time-resolved pump-probe ellipsometry of the photoinduced insulator-metal transition in 25  nm VO2 thin films,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,9,1
10.5281/zenodo.11241993,datacite,https://ror.org/00yzpcc69,2024,cern.zenodo,Zenodo,Dataset,Time-resolved pump-probe ellipsometry of the photoinduced insulator-metal transition in 25  nm VO2 thin films,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,9,1
10.5281/zenodo.11579272,datacite,https://ror.org/00yzpcc69;https://ror.org/024d6js02;https://ror.org/03kqpb082,2024,cern.zenodo,Zenodo,Dataset,Ultrarelativistic electron beams accelerated by terawatt scalable kHz laser,https://creativecommons.org/licenses/by-sa/4.0/legalcode,,,,,17,17
10.5281/zenodo.11579273,datacite,https://ror.org/00yzpcc69;https://ror.org/024d6js02;https://ror.org/03kqpb082,2024,cern.zenodo,Zenodo,Dataset,Ultrarelativistic electron beams accelerated by terawatt scalable kHz laser,https://creativecommons.org/licenses/by-sa/4.0/legalcode,,,,,17,17
10.5281/zenodo.13939334,datacite,https://ror.org/00yzpcc69,2024,cern.zenodo,Zenodo,Dataset,Silicon time-resolved pump-probe spectroscopic ellipsometry data files,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,8,2
10.5281/zenodo.13939333,datacite,https://ror.org/00yzpcc69,2024,cern.zenodo,Zenodo,Dataset,Silicon time-resolved pump-probe spectroscopic ellipsometry data files,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,8,2
10.5281/zenodo.14236096,datacite,https://ror.org/00yzpcc69;https://ror.org/03kqpb082,2024,cern.zenodo,Zenodo,Dataset,Dataset for Stable laser-acceleration of high-flux proton beams with plasma collimation,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,34,2
10.5281/zenodo.14236097,datacite,https://ror.org/00yzpcc69;https://ror.org/03kqpb082,2024,cern.zenodo,Zenodo,Dataset,Dataset for Stable laser-acceleration of high-flux proton beams with plasma collimation,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,34,2
10.5281/zenodo.14651188,datacite,https://ror.org/00yzpcc69,2025,cern.zenodo,Zenodo,Dataset,Enhanced quantum radiation with flying-focus laser pulses (dataset),https://creativecommons.org/licenses/by/4.0/legalcode,,,,,4,4
10.5281/zenodo.14651189,datacite,https://ror.org/00yzpcc69,2025,cern.zenodo,Zenodo,Dataset,Enhanced quantum radiation with flying-focus laser pulses (dataset),https://creativecommons.org/licenses/by/4.0/legalcode,,,,,4,4
10.5281/zenodo.14710787,datacite,https://ror.org/00yzpcc69,2024,cern.zenodo,Zenodo,Dataset,Signatures of vacuum birefringence in low-power flying focus pulses (dataset),https://creativecommons.org/licenses/by/4.0/legalcode,,,,,4,4
10.5281/zenodo.14710786,datacite,https://ror.org/00yzpcc69,2024,cern.zenodo,Zenodo,Dataset,Signatures of vacuum birefringence in low-power flying focus pulses (dataset),https://creativecommons.org/licenses/by/4.0/legalcode,,,,,4,4
10.5281/zenodo.14944109,datacite,https://ror.org/00yzpcc69,2025,cern.zenodo,Zenodo,Dataset,"Experimental data and scripts for ""pH dependent ultrafast photodynamics of p-hydroxyphenacyl: Deprotonation accelerates the photo-uncaging reaction""",https://creativecommons.org/licenses/by/4.0/legalcode,,,,,7,6
10.5281/zenodo.14944110,datacite,https://ror.org/00yzpcc69,2025,cern.zenodo,Zenodo,Dataset,"Experimental data and scripts for ""pH dependent ultrafast photodynamics of p-hydroxyphenacyl: Deprotonation accelerates the photo-uncaging reaction""",https://creativecommons.org/licenses/by/4.0/legalcode,,,,,7,6
10.5281/zenodo.14887837,datacite,https://ror.org/00yzpcc69,2025,cern.zenodo,Zenodo,Dataset,Dataset of Collimated γ-flash emission along the target surface irradiated by a laser at non-grazing incidence,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,1,1
10.5281/zenodo.14887836,datacite,https://ror.org/00yzpcc69,2025,cern.zenodo,Zenodo,Dataset,Dataset of Collimated γ-flash emission along the target surface irradiated by a laser at non-grazing incidence,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,1,1
10.5281/zenodo.14884153,datacite,https://ror.org/00yzpcc69,2025,cern.zenodo,Zenodo,Dataset,Dataset of Appendix of Collimated γ-flash emission along the target surface irradiated by a laser at non-grazing incidence,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,1,1
10.5281/zenodo.14884152,datacite,https://ror.org/00yzpcc69,2025,cern.zenodo,Zenodo,Dataset,Dataset of Appendix of Collimated γ-flash emission along the target surface irradiated by a laser at non-grazing incidence,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,1,1
10.5281/zenodo.14030391,datacite,https://ror.org/00yzpcc69,2024,cern.zenodo,Zenodo,Dataset,"Datasets for the article ""Ultrafast Dynamics in Flavocytochrome C by Using Transient Absorption and Femtosecond Fluorescence Lifetime Spectroscopy""",https://creativecommons.org/licenses/by/4.0/legalcode,,,,,5,5
10.5281/zenodo.14030390,datacite,https://ror.org/00yzpcc69,2024,cern.zenodo,Zenodo,Dataset,"Datasets for the article ""Ultrafast Dynamics in Flavocytochrome C by Using Transient Absorption and Femtosecond Fluorescence Lifetime Spectroscopy""",https://creativecommons.org/licenses/by/4.0/legalcode,,,,,5,5
10.5281/zenodo.15348297,datacite,https://ror.org/00yzpcc69,2025,cern.zenodo,Zenodo,Dataset,Time-resolved pump-probe ellipsometry of the photoinduced insulator-metal transition in VO2 nanocrystals,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,6,1
10.5281/zenodo.15348298,datacite,https://ror.org/00yzpcc69,2025,cern.zenodo,Zenodo,Dataset,Time-resolved pump-probe ellipsometry of the photoinduced insulator-metal transition in VO2 nanocrystals,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,6,1
10.5281/zenodo.15394680,datacite,https://ror.org/00yzpcc69,2025,cern.zenodo,Zenodo,Dataset,Dataset Spectral study of the lateral trace-space of laser-driven proton beams,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,8,7
10.5281/zenodo.15394679,datacite,https://ror.org/00yzpcc69,2025,cern.zenodo,Zenodo,Dataset,Dataset Spectral study of the lateral trace-space of laser-driven proton beams,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,8,7
10.5281/zenodo.15550483,datacite,https://ror.org/00yzpcc69,2025,cern.zenodo,Zenodo,Dataset,Datasets for L-arginine and DL-arginine crsytal strcutre by 3D ED,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,1,0
10.5281/zenodo.15550484,datacite,https://ror.org/00yzpcc69,2025,cern.zenodo,Zenodo,Dataset,Datasets for L-arginine and DL-arginine crsytal strcutre by 3D ED,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,1,0
10.5281/zenodo.15704088,datacite,https://ror.org/00yzpcc69,2025,cern.zenodo,Zenodo,Dataset,Engineering GaS Crystal Anisotropy via Ultrafast Laser Excitation,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,10,3
10.5281/zenodo.15704087,datacite,https://ror.org/00yzpcc69,2025,cern.zenodo,Zenodo,Dataset,Engineering GaS Crystal Anisotropy via Ultrafast Laser Excitation,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,10,3
10.6084/m9.figshare.21621770,datacite,https://ror.org/024d6js02;https://ror.org/04yg23125,2022,figshare.ars,figshare,Dataset,Additional file 2 of DNA methylation-based detection and prediction of cervical intraepithelial neoplasia grade 3 and invasive cervical cancer with the WID™-qCIN test,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,17,2
10.6084/m9.figshare.21621770.v1,datacite,https://ror.org/024d6js02;https://ror.org/04yg23125,2022,figshare.ars,figshare,Dataset,Additional file 2 of DNA methylation-based detection and prediction of cervical intraepithelial neoplasia grade 3 and invasive cervical cancer with the WID™-qCIN test,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,17,2
10.6084/m9.figshare.22615568,datacite,https://ror.org/024d6js02;https://ror.org/04yg23125,2023,figshare.ars,figshare,Dataset,Additional file 1 of Clear cell stromal tumor of the lung with multinucleated giant cells: a report of a case with YAP1-TFE3 fusion,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,6,1
10.6084/m9.figshare.22615568.v1,datacite,https://ror.org/024d6js02;https://ror.org/04yg23125,2023,figshare.ars,figshare,Dataset,Additional file 1 of Clear cell stromal tumor of the lung with multinucleated giant cells: a report of a case with YAP1-TFE3 fusion,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,6,1
10.6084/m9.figshare.22688892,datacite,https://ror.org/024d6js02;https://ror.org/04yg23125,2023,figshare.ars,figshare,Dataset,Additional file 1 of ATAD3A-related pontocerebellar hypoplasia: new patients and insights into phenotypic variability,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,12,1
10.6084/m9.figshare.22688892.v1,datacite,https://ror.org/024d6js02;https://ror.org/04yg23125,2023,figshare.ars,figshare,Dataset,Additional file 1 of ATAD3A-related pontocerebellar hypoplasia: new patients and insights into phenotypic variability,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,12,1
10.6084/m9.figshare.24196840,datacite,https://ror.org/024d6js02;https://ror.org/04qxnmv42;https://ror.org/04yg23125,2023,figshare.ars,figshare,Dataset,Additional file 1 of Identification of potential molecular targets for the treatment of cluster 1 human pheochromocytoma and paraganglioma via comprehensive proteomic characterization,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,6,0
10.6084/m9.figshare.24196840.v1,datacite,https://ror.org/024d6js02;https://ror.org/04qxnmv42;https://ror.org/04yg23125,2023,figshare.ars,figshare,Dataset,Additional file 1 of Identification of potential molecular targets for the treatment of cluster 1 human pheochromocytoma and paraganglioma via comprehensive proteomic characterization,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,6,0
10.5281/zenodo.11634407,datacite,https://ror.org/024d6js02;https://ror.org/04yg23125,2024,cern.zenodo,Zenodo,Dataset,High-resolution respirometry  in a small-volume chamber,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,6,6
10.5281/zenodo.11634408,datacite,https://ror.org/024d6js02;https://ror.org/04yg23125,2024,cern.zenodo,Zenodo,Dataset,High-resolution respirometry  in a small-volume chamber,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,6,6
10.6084/m9.figshare.24971653,datacite,https://ror.org/04yg23125,2024,figshare.ars,figshare,Dataset,Additional file 2 of Dietary sulfur amino acid restriction in humans with overweight and obesity: a translational randomized controlled trial,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,20,1
10.6084/m9.figshare.24971653.v1,datacite,https://ror.org/04yg23125,2024,figshare.ars,figshare,Dataset,Additional file 2 of Dietary sulfur amino acid restriction in humans with overweight and obesity: a translational randomized controlled trial,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,20,1
10.5061/dryad.ncjsxksxr,datacite,https://ror.org/04yg23125,2025,dryad.dryad,Dryad,Dataset,Data from: Is retina affected in Huntington's disease? Is optical coherence tomography a good biomarker?,https://creativecommons.org/publicdomain/zero/1.0/legalcode,,,,,8,1
10.17632/gkzrhyc6tj,datacite,https://ror.org/03a8sgj63,2025,bl.mendeley,Mendeley Data,Dataset,SONOBIRDIE Trial,info:eu-repo/semantics/openAccess;https://creativecommons.org/licenses/by/4.0/legalcode,,,,,4,1
10.17632/gkzrhyc6tj.1,datacite,https://ror.org/03a8sgj63,2025,bl.mendeley,Mendeley Data,Dataset,SONOBIRDIE Trial,info:eu-repo/semantics/openAccess;https://creativecommons.org/licenses/by/4.0/legalcode,,,,,4,1
10.5061/dryad.28fb0,datacite,https://ror.org/00yb99p92,2013,dryad.dryad,Dryad,Dataset,Data from: Reconstructing the origin and dispersal patterns of village chickens across East Africa: insights from autosomal markers,https://creativecommons.org/publicdomain/zero/1.0/legalcode,,,,,6,0
10.5061/dryad.8m4r5,datacite,https://ror.org/00yb99p92,2015,dryad.dryad,Dryad,Dataset,Data from: The identification of loci for immune traitsin chickens using a genome-wide association study,https://creativecommons.org/publicdomain/zero/1.0/legalcode,,,,,9,0
10.5061/dryad.8c930,datacite,https://ror.org/00yb99p92,2014,dryad.dryad,Dryad,Dataset,Data from: Genome-wide analysis reveals artificial selection on coat colour and reproductive traits in Chinese domestic pigs,https://creativecommons.org/publicdomain/zero/1.0/legalcode,,,,,6,0
10.5061/dryad.qc431,datacite,https://ror.org/00yb99p92;https://ror.org/024d6js02,2016,dryad.dryad,Dryad,Dataset,Data from: Decoding of baby calls: can adult humans identify the eliciting situation from emotional vocalizations of preverbal infants?,https://creativecommons.org/publicdomain/zero/1.0/legalcode,,,,,4,0
10.5061/dryad.4qc06,datacite,https://ror.org/00yb99p92,2017,dryad.dryad,Dryad,Dataset,Data from: The impact of variable degrees of freedom and scale parameters in Bayesian methods for genomic prediction in Chinese Simmental beef cattle,https://creativecommons.org/publicdomain/zero/1.0/legalcode,,,,,15,0
10.5061/dryad.9c250,datacite,https://ror.org/00yb99p92,2016,dryad.dryad,Dryad,Dataset,Data from: Mapping the four-horned locus and testing the polled locus in three Chinese sheep breeds,https://creativecommons.org/publicdomain/zero/1.0/legalcode,,,,,6,0
10.5061/dryad.g7rk5,datacite,https://ror.org/00yb99p92,2017,dryad.dryad,Dryad,Dataset,Data from: Selection signature analysis reveals genes associated with tail type in Chinese indigenous sheep,https://creativecommons.org/publicdomain/zero/1.0/legalcode,,,,,11,0
10.5061/dryad.91521,datacite,https://ror.org/00yb99p92,2018,dryad.dryad,Dryad,Dataset,Data from: Genome-wide association study for tobiano spotting coat color in Korean Jeju × Thoroughbred horse population,https://creativecommons.org/publicdomain/zero/1.0/legalcode,,,,,9,0
10.5061/dryad.rv38cp4,datacite,https://ror.org/00yb99p92,2019,dryad.dryad,Dryad,Dataset,Data from: Understanding cryptic introgression and mixed ancestry of Red Junglefowl in India,https://creativecommons.org/publicdomain/zero/1.0/legalcode,,,,,8,0
10.17632/gvvm83xz2b,datacite,https://ror.org/00yb99p92,2025,bl.mendeley,Mendeley Data,Dataset,Chamois and red deer do not care: Anthropogenic disturbance does not influence red deer and allochthonous chamois vigilance in northern Czechia.,info:eu-repo/semantics/openAccess;https://creativecommons.org/licenses/by/4.0/legalcode,,,,,6,2
10.17632/gvvm83xz2b.1,datacite,https://ror.org/00yb99p92,2025,bl.mendeley,Mendeley Data,Dataset,Chamois and red deer do not care: Anthropogenic disturbance does not influence red deer and allochthonous chamois vigilance in northern Czechia.,info:eu-repo/semantics/openAccess;https://creativecommons.org/licenses/by/4.0/legalcode,,,,,6,2
10.6084/m9.figshare.28812293,datacite,https://ror.org/024d6js02;https://ror.org/02p1jz666;https://ror.org/04hyq8434;https://ror.org/05pq4yn02,2025,figshare.ars,figshare,Dataset,Additional file 1 of Short- and mid-term temporal variability of the human urinary microbiota: a prospective observational cohort study,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,7,3
10.6084/m9.figshare.28812293.v1,datacite,https://ror.org/024d6js02;https://ror.org/02p1jz666;https://ror.org/04hyq8434;https://ror.org/05pq4yn02,2025,figshare.ars,figshare,Dataset,Additional file 1 of Short- and mid-term temporal variability of the human urinary microbiota: a prospective observational cohort study,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,7,3
10.6084/m9.figshare.28812614,datacite,https://ror.org/024d6js02;https://ror.org/02p1jz666;https://ror.org/04hyq8434;https://ror.org/05pq4yn02,2025,figshare.ars,figshare,Dataset,Additional file 2 of Short- and mid-term temporal variability of the human urinary microbiota: a prospective observational cohort study,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,7,3
10.6084/m9.figshare.28812614.v1,datacite,https://ror.org/024d6js02;https://ror.org/02p1jz666;https://ror.org/04hyq8434;https://ror.org/05pq4yn02,2025,figshare.ars,figshare,Dataset,Additional file 2 of Short- and mid-term temporal variability of the human urinary microbiota: a prospective observational cohort study,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,7,3
10.5281/zenodo.12515772,datacite,https://ror.org/00hzjtg80;https://ror.org/03kqpb082,2024,cern.zenodo,Zenodo,Dataset,"Data for ""Using physics-informed neural networks to predict the lifetime of laser powder bed fusion processed 316L stainless steel under multiaxial low-cycle fatigue loading""",https://creativecommons.org/licenses/by/4.0/legalcode,,,,,7,7
10.5281/zenodo.12515773,datacite,https://ror.org/00hzjtg80;https://ror.org/03kqpb082,2024,cern.zenodo,Zenodo,Dataset,"Data for ""Using physics-informed neural networks to predict the lifetime of laser powder bed fusion processed 316L stainless steel under multiaxial low-cycle fatigue loading""",https://creativecommons.org/licenses/by/4.0/legalcode,,,,,7,7
10.5281/zenodo.12568953,datacite,https://ror.org/00hzjtg80;https://ror.org/02yhj4v17;https://ror.org/03kqpb082;https://ror.org/05ggn0a85,2025,cern.zenodo,Zenodo,Dataset,Data of The influence of nitrogen ion implantation on the microstructure and chemical composition of a thin layer on the biodegradable Zn-0.8Mg-0.2Sr substrate,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,18,17
10.5281/zenodo.12568954,datacite,https://ror.org/00hzjtg80;https://ror.org/02yhj4v17;https://ror.org/03kqpb082;https://ror.org/05ggn0a85,2025,cern.zenodo,Zenodo,Dataset,Data of The influence of nitrogen ion implantation on the microstructure and chemical composition of a thin layer on the biodegradable Zn-0.8Mg-0.2Sr substrate,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,18,17
10.5281/zenodo.15294789,datacite,https://ror.org/00hzjtg80;https://ror.org/02yhj4v17;https://ror.org/03kqpb082;https://ror.org/05ggn0a85,2025,cern.zenodo,Zenodo,Dataset,Data of The influence of nitrogen ion implantation on the microstructure and chemical composition of a thin layer on the biodegradable Zn-0.8Mg-0.2Sr substrate,https://creativecommons.org/licenses/by/4.0/legalcode,,,,,18,17
10.6084/m9.figshare.25223533,datacite,https://ror.org/0125yxn03,2024,figshare.ars,figshare,Dataset,"Additional file 1 of EURO-NMD registry: federated FAIR infrastructure, innovative technologies and concepts of a patient-centred registry for rare neuromuscular disorders",https://creativecommons.org/licenses/by/4.0/legalcode,,,,,38,1
10.6084/m9.figshare.25223533.v1,datacite,https://ror.org/0125yxn03,2024,figshare.ars,figshare,Dataset,"Additional file 1 of EURO-NMD registry: federated FAIR infrastructure, innovative technologies and concepts of a patient-centred registry for rare neuromuscular disorders",https://creativecommons.org/licenses/by/4.0/legalcode,,,,,38,1
